output_prefix	name	motif_id	cluster	total_tfbs	cluster12_mean_score	cluster12_bound	cluster6_mean_score	cluster6_bound	cluster11_mean_score	cluster11_bound	cluster16_mean_score	cluster16_bound	cluster20_mean_score	cluster20_bound	cluster3_mean_score	cluster3_bound	cluster19_mean_score	cluster19_bound	cluster18_mean_score	cluster18_bound	cluster1_mean_score	cluster1_bound	cluster4_mean_score	cluster4_bound	cluster7_mean_score	cluster7_bound	cluster9_mean_score	cluster9_bound	cluster15_mean_score	cluster15_bound	cluster14_mean_score	cluster14_bound	cluster2_mean_score	cluster2_bound	cluster8_mean_score	cluster8_bound	cluster17_mean_score	cluster17_bound	cluster13_mean_score	cluster13_bound	cluster10_mean_score	cluster10_bound	cluster5_mean_score	cluster5_bound	cluster12_cluster6_change	cluster12_cluster6_pvalue	cluster6_cluster11_change	cluster6_cluster11_pvalue	cluster11_cluster16_change	cluster11_cluster16_pvalue	cluster16_cluster20_change	cluster16_cluster20_pvalue	cluster20_cluster3_change	cluster20_cluster3_pvalue	cluster3_cluster19_change	cluster3_cluster19_pvalue	cluster19_cluster18_change	cluster19_cluster18_pvalue	cluster18_cluster1_change	cluster18_cluster1_pvalue	cluster1_cluster4_change	cluster1_cluster4_pvalue	cluster4_cluster7_change	cluster4_cluster7_pvalue	cluster7_cluster9_change	cluster7_cluster9_pvalue	cluster9_cluster15_change	cluster9_cluster15_pvalue	cluster15_cluster14_change	cluster15_cluster14_pvalue	cluster14_cluster2_change	cluster14_cluster2_pvalue	cluster2_cluster8_change	cluster2_cluster8_pvalue	cluster8_cluster17_change	cluster8_cluster17_pvalue	cluster17_cluster13_change	cluster17_cluster13_pvalue	cluster13_cluster10_change	cluster13_cluster10_pvalue	cluster10_cluster5_change	cluster10_cluster5_pvalue
HES5_MA0821.2	HES5	MA0821.2	C_HEY1	3633	6.47087	1679	4.8775	1281	5.01384	1351	2.97987	803	6.1719	1645	0.80617	200	3.45579	933	3.53826	979	6.3093	1646	3.95528	1034	5.79889	1522	2.18251	600	6.15458	1625	6.16296	1630	0.26411	72	6.05821	1606	6.03974	1566	3.6317	944	3.49197	918	3.54346	925	0.00584	4.87836E-04	0.04422	1.13602E-45	-0.1114	1.63394E-75	0.06868	7.24478E-59	0.15496	1.12085E-91	-0.02724	1.39881E-22	-0.02868	4.05719E-25	-0.00145	9.56533E-01	-0.0341	4.78419E-34	0.05893	2.58654E-54	0.03186	1.84511E-32	-0.0604	1.13281E-50	-0.02201	7.09827E-21	0.2887	4.03359E-125	-0.23844	2.15525E-110	-0.00481	4.22002E-02	0.01299	7.98245E-09	0.02781	3.88684E-25	-0.06535	4.04091E-56
HES7_MA0822.1	HES7	MA0822.1	C_HES7	4791	5.6812	1916	4.30373	1488	4.27821	1495	2.30725	808	5.58385	1940	0.62752	216	2.94219	1031	3.09649	1095	5.56619	1915	3.30289	1138	5.32555	1832	1.8767	676	5.54538	1911	5.40178	1914	0.20379	76	5.56858	1865	5.43541	1882	3.23506	1122	2.84897	971	2.96968	1011	-0.02765	1.33993E-38	0.11999	3.92765E-86	-0.06645	4.61944E-58	-0.0293	6.35977E-36	0.12375	6.18343E-94	-0.02861	2.92818E-21	-0.07648	1.02335E-68	0.00049	1.55579E-01	0.00535	1.02692E-04	-0.01867	6.48034E-21	0.04956	1.88420E-58	-0.05115	2.48865E-56	-0.00838	4.56307E-05	0.16718	8.53817E-105	-0.17148	5.02684E-108	0.007	6.42787E-05	0.02364	8.71689E-25	0.10778	6.73687E-81	-0.09403	1.96263E-74
HEY1_MA0823.1	HEY1	MA0823.1	C_HEY1	5162	6.71746	2451	5.12628	1877	5.4825	2058	3.24455	1242	6.43889	2404	0.95806	350	3.71205	1416	3.92001	1517	6.60484	2421	4.27518	1577	6.15352	2263	2.38907	921	6.4603	2375	6.39317	2376	0.2771	105	6.35925	2365	6.32147	2321	3.92359	1454	3.78548	1439	3.7522	1390	-0.00978	7.85180E-11	0.01989	3.13503E-22	-0.10587	2.32200E-80	0.08573	3.87944E-79	0.13342	5.94636E-98	-0.00819	3.03391E-03	-0.04783	1.61434E-52	0.0468	2.29998E-46	-0.05951	1.29261E-69	0.06747	4.99858E-65	0.03273	2.74650E-39	-0.04587	3.45452E-50	-0.01245	4.88224E-13	0.32133	5.71581E-129	-0.283	1.91951E-131	-0.00781	1.31744E-05	-0.01211	3.36476E-13	0.02049	6.70415E-23	-0.0353	1.08322E-39
MNT_MA0825.1	MNT	MA0825.1	C_MNT	5847	6.27749	2629	4.77168	2008	4.93687	2123	2.82402	1243	6.0191	2577	0.78419	328	3.1391	1375	3.50239	1555	6.18606	2669	3.88648	1650	5.78887	2472	2.09999	921	6.11469	2587	6.09078	2623	0.24448	104	6.1975	2641	5.97286	2549	3.62222	1547	3.41458	1479	3.35411	1417	0.00235	2.29590E-01	0.03785	3.86126E-46	-0.08728	1.98567E-80	0.04484	4.51235E-55	0.14448	5.59144E-101	0.02522	3.03888E-22	-0.09611	1.50178E-83	-0.00819	3.03336E-12	-0.0252	2.23143E-33	0.03501	5.54392E-40	0.07002	1.71355E-71	-0.07813	8.49881E-81	-0.02684	6.48122E-32	0.29588	4.90685E-127	-0.27871	2.31871E-126	0.00232	9.30455E-02	0.0103	2.01598E-08	0.04884	3.69695E-58	-0.02549	2.65371E-35
OLIG1_MA0826.1	OLIG1	MA0826.1	C_Atoh1	3598	2.87838	717	2.05025	527	2.2761	626	0.78392	203	2.85829	738	0.08845	21	0.98795	254	1.03593	269	2.87211	746	1.41763	354	2.65534	684	0.79621	210	2.91181	728	2.75178	689	0.07823	18	2.89325	716	2.86322	732	1.39474	343	1.35505	356	1.26916	315	0.02975	4.01920E-29	0.00517	1.23624E-02	0.06296	6.75490E-47	-0.03743	3.06732E-32	-0.12093	6.49958E-78	0.07778	2.96284E-42	-0.01724	9.96865E-06	-0.14802	2.45265E-94	0.02522	1.16000E-21	-0.02795	8.77528E-26	-0.03649	6.65624E-30	0.02407	3.54692E-22	0.01352	9.80971E-11	-0.23374	3.22808E-111	0.22527	7.10984E-107	-0.01703	7.49062E-11	0.0763	4.09255E-64	0.0159	4.03175E-09	0.00233	7.58733E-01
OLIG3_MA0827.1	OLIG3	MA0827.1	C_Atoh1	4614	3.00912	966	2.19617	734	2.40088	822	0.89681	307	2.97532	995	0.13139	43	1.07458	355	1.11258	376	3.004	995	1.47996	472	2.80267	947	0.8303	280	3.00208	974	2.84784	925	0.09908	31	3.07757	1015	2.99485	986	1.5276	497	1.40959	461	1.31301	439	0.02272	4.58357E-22	0.0107	2.12207E-08	0.04911	5.29135E-44	-0.03146	9.04556E-30	-0.11276	1.72640E-80	0.09978	8.98865E-53	-0.0244	1.29167E-17	-0.15054	3.07057E-97	0.0436	2.11054E-45	-0.04597	5.58858E-48	-0.02161	1.02196E-17	0.02014	1.33780E-17	0.03299	1.21247E-38	-0.22669	2.99356E-108	0.1885	9.79159E-101	-0.00851	2.77715E-06	0.05415	5.12567E-52	0.04823	6.47485E-40	0.00073	7.50440E-01
SREBF2_MA0828.2	SREBF2	MA0828.2	C_SREBF2	3760	5.32523	1478	4.08993	1117	4.04562	1119	2.33276	635	5.26308	1447	0.64018	188	2.42086	664	2.87198	803	5.32696	1495	3.21509	885	5.06781	1405	1.72096	475	5.23722	1454	5.37546	1490	0.21681	60	5.39954	1516	5.20249	1464	3.01628	855	2.57464	697	2.71221	750	0.00351	5.49594E-04	0.11225	5.69615E-81	-0.07415	7.05874E-64	-0.00442	6.01035E-01	0.07201	6.69832E-62	0.08928	1.64874E-59	-0.16122	9.87104E-87	-0.06627	6.87176E-66	-0.00391	5.72842E-03	-0.01233	1.18651E-09	0.07477	5.23375E-65	-0.06303	2.37931E-60	-0.06022	6.64806E-56	0.18602	7.57226E-105	-0.18907	2.69286E-100	-0.00457	1.89840E-01	0.05261	1.34690E-48	0.13998	8.72790E-82	-0.08844	2.95925E-67
SREBF1_MA0829.2	SREBF1	MA0829.2	C_SREBF2	9357	4.4572	3063	3.26173	2238	2.82132	1884	1.34888	903	4.35957	2949	0.31406	220	1.52197	1030	2.02024	1341	4.37546	3021	2.26044	1519	4.19705	2875	1.34813	930	4.49928	3124	4.5439	3166	0.16348	111	4.59781	3191	4.39304	3057	2.35059	1636	1.55574	1045	2.09592	1415	0.03062	1.13381E-47	0.20403	6.70355E-125	-0.0034	1.86979E-02	-0.14294	2.49872E-109	0.06264	8.52175E-80	0.10877	1.19009E-71	-0.19662	2.50035E-110	-0.12465	5.81778E-108	0.07759	2.29457E-85	-0.11402	6.55273E-102	0.06441	2.80772E-69	-0.08046	8.57646E-82	-0.02584	3.28515E-38	0.0925	3.19712E-90	-0.08575	3.73049E-94	0.0277	1.59745E-45	0.09896	1.16048E-96	0.26598	8.87760E-134	-0.23449	5.38232E-126
TCF4_MA0830.2	TCF4	MA0830.2	C_TCF3	19388	5.26757	7638	4.01444	5739	3.20348	4637	1.41708	1982	5.24998	7606	0.44201	634	1.98931	2865	2.96036	4231	5.18576	7552	2.59995	3719	4.897	7015	1.71017	2439	5.16904	7575	5.08755	7445	0.1649	237	5.17613	7417	5.13338	7421	2.94114	4189	1.73786	2404	2.5211	3571	-0.00949	2.26616E-20	0.24882	1.88750E-148	0.01105	1.97750E-23	-0.22726	2.32271E-152	0.13624	3.08926E-117	0.13064	4.68168E-112	-0.26349	9.06683E-144	0.02132	5.10490E-45	0.12427	4.36625E-121	-0.13129	3.61929E-123	0.04546	7.12294E-76	-0.05153	1.65360E-86	-0.0131	9.85103E-36	0.12988	2.39184E-120	-0.12559	3.19145E-122	-0.00417	9.81649E-13	0.03978	2.83642E-74	0.31424	9.72991E-158	-0.25524	5.33726E-145
TFE3_MA0831.3	TFE3	MA0831.3	C_ARNT2	5228	6.38448	2392	4.90584	1852	5.33017	2009	3.26168	1254	6.35863	2397	0.90948	349	3.33559	1287	3.72097	1454	6.35279	2447	4.14364	1595	6.0377	2304	2.16732	833	6.30515	2390	6.40413	2462	0.26855	104	6.44752	2435	6.2423	2395	3.75617	1449	3.71255	1459	3.54637	1318	-0.01476	5.72776E-15	0.02054	2.69627E-23	-0.13381	1.25016E-97	0.0921	2.40767E-82	0.15822	3.31813E-105	0.01088	6.32025E-06	-0.1165	1.20918E-83	0.00244	2.10532E-03	-0.06759	9.19424E-67	0.05117	1.53000E-59	0.09914	2.78387E-86	-0.09364	3.38197E-79	-0.06531	2.95336E-67	0.33405	2.78765E-132	-0.32522	1.41080E-134	0.00268	2.29468E-01	0.0339	1.83734E-41	0.024	6.94531E-28	-0.00359	3.60923E-02
Tcf21_MA0832.1	Tcf21	MA0832.1	C_Tcf21	9630	4.1217	2976	3.10395	2219	3.39896	2475	1.26855	894	4.07775	2942	0.25098	170	1.74765	1239	1.82655	1266	4.09059	2980	2.09314	1498	3.84341	2751	1.22037	885	4.16215	3027	3.98861	2845	0.11728	85	4.18029	2981	4.11351	2954	2.15535	1543	2.32804	1670	2.02229	1429	0.0178	1.24342E-25	-0.01901	1.67236E-32	0.1296	8.78779E-108	-0.1034	2.07289E-100	0.0797	1.69171E-84	0.00819	9.43022E-09	-0.04443	7.02115E-55	-0.09731	1.19514E-99	0.06708	4.19759E-81	-0.08046	8.00230E-86	0.04442	3.61484E-56	-0.06083	2.91194E-76	0.00063	5.90880E-01	0.02911	5.95328E-41	-0.04167	1.36404E-55	-0.0138	6.57639E-21	0.08525	9.13331E-85	-0.03829	9.99735E-49	0.06379	3.90694E-73
ATF4_MA0833.2	ATF4	MA0833.2	C_CEBPG	18540	4.21517	5971	3.07459	4248	2.53677	3505	1.11916	1577	4.12173	5780	0.13596	178	0.88728	1124	1.36823	1866	4.1629	5965	2.03923	2802	3.89335	5467	1.068	1505	4.24725	5932	4.19515	5916	0.10157	152	4.39239	6206	4.25181	6038	2.11968	2931	1.29126	1776	1.65515	2240	0.03872	7.55920E-72	0.1931	9.05937E-141	0.00799	6.84043E-16	-0.16409	2.87071E-126	0.12994	1.89914E-120	0.16812	4.21721E-101	-0.26211	4.67127E-138	-0.29692	1.40493E-154	0.10334	1.35329E-106	-0.10299	1.50894E-115	0.10591	1.16435E-106	-0.12652	1.37517E-118	-0.02003	1.50915E-47	0.05144	7.39065E-80	-0.08006	2.22567E-102	0.02129	1.07524E-45	0.13027	3.56374E-121	0.28008	8.53430E-148	-0.17792	2.48554E-131
ATF7_MA0834.1	ATF7	MA0834.1	C_ATF2	5159	5.95812	2222	4.43671	1679	5.22939	1954	2.55181	1006	5.9444	2224	0.85763	330	3.04819	1155	3.59006	1324	5.96856	2226	3.56011	1278	5.70571	2131	2.05004	798	5.99028	2238	6.05389	2273	0.24019	91	6.01221	2280	5.86998	2186	3.46766	1279	3.75527	1394	3.31002	1225	0.01924	1.82350E-25	-0.05118	5.96900E-60	0.07336	2.52603E-67	-0.04819	1.87096E-52	0.14101	1.20366E-100	0.00636	3.92088E-02	-0.16048	7.07118E-97	0.02898	2.58598E-34	0.00753	2.47847E-07	-0.0416	4.84193E-48	0.06113	9.51499E-63	-0.06569	2.91588E-63	-0.05797	2.79872E-61	0.31313	7.53853E-131	-0.29444	6.05913E-123	0.01663	1.57358E-21	0.06824	5.53704E-66	-0.05645	4.13499E-55	0.05868	1.19415E-57
BATF3_MA0835.2	BATF3	MA0835.2	C_FOSL1::JUN	25404	4.53094	8705	3.22793	6047	3.20326	6200	1.3688	2560	4.34258	8359	0.15115	266	1.54358	2922	1.97152	3754	4.22433	8125	2.29789	4358	4.41452	8619	1.39392	2626	5.00494	9797	5.44296	10700	0.11145	208	4.96947	9634	4.54515	8813	2.16534	4097	1.87711	3631	2.09751	3981	0.0774	2.46789E-106	0.04665	1.25255E-83	0.07186	1.90917E-102	-0.12173	6.11508E-131	0.18297	2.66733E-138	-0.08785	2.42056E-94	-0.17846	9.70076E-139	-0.08753	5.53458E-119	0.018	2.96758E-45	-0.113	2.36862E-123	0.09682	1.08379E-114	-0.15903	7.32770E-142	-0.13722	1.88916E-142	0.29345	8.55671E-163	-0.20021	9.48720E-145	0.09078	8.75259E-108	0.18625	1.07107E-140	0.08563	2.51750E-108	-0.10777	3.57406E-111
CEBPD_MA0836.2	CEBPD	MA0836.2	C_CEBPA	21168	4.46757	7412	3.29666	5337	2.61439	4175	1.2937	2050	4.34192	7071	0.1155	179	0.88077	1265	1.53153	2428	4.39831	7317	2.18553	3447	4.15308	6793	1.18786	1833	4.407	7278	4.38305	7199	0.10691	166	4.59289	7594	4.52854	7486	2.3258	3728	1.29632	2026	1.80977	2794	0.03414	8.56292E-70	0.22447	1.62011E-139	-0.03969	1.33350E-64	-0.15046	1.75081E-128	0.18658	2.44441E-136	0.1538	2.22773E-103	-0.32347	1.40607E-149	-0.28908	3.98864E-159	0.10014	8.66917E-115	-0.10903	3.29198E-114	0.12046	1.18696E-113	-0.12068	1.42735E-120	-0.03184	4.31541E-65	0.08435	1.75359E-107	-0.1055	2.48375E-117	-0.00144	3.33739E-03	0.11972	4.27706E-120	0.33778	1.66395E-164	-0.2292	3.00615E-139
CEBPE_MA0837.2	CEBPE	MA0837.2	C_CEBPA	6460	5.11497	2660	3.85242	1879	2.87412	1384	1.64136	805	4.94548	2492	0.16573	76	0.91759	400	1.96376	962	5.05769	2568	2.52924	1216	4.78798	2389	1.46616	699	4.9721	2533	4.91663	2479	0.10137	52	5.2353	2648	5.16381	2575	2.74371	1350	1.38958	649	2.02589	950	0.03188	1.37625E-43	0.29296	7.65349E-128	-0.11291	7.36653E-92	-0.1444	8.53190E-111	0.28315	6.07820E-133	0.15957	9.95842E-84	-0.48558	2.56038E-143	-0.27495	2.24391E-134	0.13271	9.38628E-100	-0.13483	2.75284E-98	0.14689	1.33315E-105	-0.14171	1.21376E-101	-0.02392	3.47591E-32	0.1813	6.30154E-113	-0.21672	6.33929E-121	0.00882	1.06206E-11	0.11902	6.16817E-91	0.41712	4.29210E-141	-0.26444	5.34554E-119
CEBPG_MA0838.1	CEBPG	MA0838.1	C_CEBPA	9208	5.18366	3782	3.90417	2774	3.03626	2082	1.66538	1159	5.09638	3664	0.18885	122	1.01436	636	2.01862	1400	5.18765	3725	2.65387	1859	4.83569	3407	1.47494	1001	5.06935	3686	5.03508	3644	0.12494	87	5.27892	3806	5.2584	3759	2.80061	1934	1.50376	1008	2.0665	1383	0.0354	1.51983E-52	0.26079	5.57013E-137	-0.07691	6.54283E-78	-0.16383	2.60120E-116	0.28749	9.01814E-138	0.14814	4.13790E-82	-0.45808	1.37515E-151	-0.28561	1.17256E-142	0.12389	8.47933E-110	-0.11597	2.10336E-97	0.14204	2.71655E-107	-0.14676	8.36243E-115	-0.03489	3.00575E-53	0.19869	1.43567E-121	-0.21703	1.30635E-130	-0.00461	4.40912E-03	0.12926	2.14513E-102	0.38832	1.92800E-146	-0.24435	1.02376E-122
CREB3L1_MA0839.1	CREB3L1	MA0839.1	C_CREB3	5672	5.68691	2311	4.423	1810	4.60502	1947	2.44726	1014	5.60794	2267	0.69911	287	2.96491	1237	3.07932	1284	5.64877	2358	3.41216	1416	5.36261	2198	1.94188	801	5.56536	2306	5.55558	2301	0.21475	89	5.6479	2328	5.54999	2285	3.3097	1346	3.17893	1324	3.14971	1283	9e-05	2.48385E-01	0.02491	2.59324E-32	-0.00486	2.51660E-02	-0.01253	3.50229E-16	0.11318	5.71914E-87	0.01367	3.32152E-11	-0.05219	2.07970E-52	-0.03009	4.78492E-41	0.00803	5.92234E-09	-0.00765	5.22620E-09	0.05178	1.42767E-53	-0.05002	2.50827E-57	-0.03282	1.79437E-54	0.20923	1.74951E-114	-0.21148	9.92968E-116	0.02741	1.79990E-35	0.00732	2.32562E-03	0.04741	1.50288E-49	-0.04047	9.60603E-41
Creb5_MA0840.1	Creb5	MA0840.1	C_ATF2	7039	5.53052	2858	4.07114	2093	4.64589	2348	2.13235	1155	5.47475	2803	0.66465	350	2.51906	1303	3.06523	1571	5.49097	2856	3.1317	1540	5.25896	2719	1.84838	994	5.57658	2863	5.64172	2906	0.20272	101	5.60867	2930	5.42867	2803	3.12696	1612	3.24604	1666	2.96321	1506	0.03672	2.60804E-50	-0.02074	8.69277E-30	0.09274	5.01269E-86	-0.09621	7.39154E-96	0.1532	1.10197E-102	0.01486	4.43665E-10	-0.18465	1.04610E-107	-0.03077	3.99663E-50	0.04044	1.48009E-48	-0.07548	8.63627E-77	0.06081	2.83085E-71	-0.07645	6.52455E-74	-0.04871	8.18546E-64	0.26249	3.93962E-126	-0.25145	2.94626E-126	0.02827	8.07010E-43	0.07415	3.51981E-75	-0.01346	1.11384E-14	0.02836	1.93411E-32
NFE2_MA0841.1	NFE2	MA0841.1	C_FOSL1::JUN	14736	4.64396	5244	3.30069	3603	3.24756	3619	1.35916	1512	4.40441	4953	0.15688	162	1.48232	1625	2.02841	2250	4.32512	4870	2.31117	2525	4.51431	5077	1.40494	1519	5.08846	5811	5.53879	6415	0.11378	123	5.05951	5702	4.61249	5270	2.21036	2422	1.88861	2120	2.05719	2237	0.07923	9.49428E-89	0.05666	2.54596E-81	0.0777	4.02812E-91	-0.13795	8.18489E-117	0.18977	9.35666E-130	-0.06245	6.75546E-63	-0.22143	1.12899E-127	-0.08567	8.74856E-101	0.03566	4.92660E-59	-0.12853	8.79446E-113	0.1097	1.66847E-106	-0.1671	1.72710E-129	-0.14774	3.21636E-119	0.31424	3.61464E-155	-0.21151	5.22870E-141	0.09092	1.41415E-98	0.19066	3.00429E-129	0.09866	8.87700E-97	-0.09547	5.29444E-95
NRL_MA0842.2	NRL	MA0842.2	C_MAFF	11666	3.80786	3347	2.80857	2403	2.86681	2506	1.3274	1163	3.70669	3153	0.16781	143	1.72211	1534	1.54409	1281	3.71215	3296	2.11001	1824	3.5145	3110	1.09904	953	3.83183	3402	3.79998	3286	0.10786	99	3.92336	3399	3.76276	3254	1.9282	1669	1.73459	1480	1.85174	1571	0.0244	1.49562E-43	0.03966	8.74141E-60	0.00577	2.29120E-06	-0.02708	7.37673E-46	0.04405	6.81269E-67	-0.08246	2.66225E-73	0.04331	5.11300E-59	-0.13951	1.01181E-109	-0.00035	4.46885E-01	-0.01125	1.22615E-19	0.03066	1.63077E-47	-0.04689	4.12451E-66	-0.01188	9.62825E-18	-0.00584	7.72483E-06	-0.00538	5.83836E-07	0.01538	4.33018E-32	0.09571	3.70253E-94	0.05827	5.12349E-72	-0.0662	3.23921E-72
TEF_MA0843.1	TEF	MA0843.1	C_NFIL3	6392	4.04669	1960	3.02171	1439	2.78988	1324	1.18064	569	3.91111	1899	0.16939	87	1.01994	465	1.54817	734	4.02258	1996	1.98267	926	3.75179	1784	1.13507	530	4.00416	1951	3.83601	1852	0.10839	57	4.10162	2006	4.06712	2002	2.17834	1048	1.54608	748	1.69327	791	0.02107	8.35623E-29	0.13059	5.30216E-101	0.02495	6.52219E-31	-0.11807	4.22646E-95	0.08325	2.17751E-83	0.17098	1.12096E-85	-0.26909	7.87838E-121	-0.2211	3.07772E-121	0.09993	2.63839E-87	-0.0959	3.66088E-86	0.05855	3.40451E-62	-0.0564	3.02929E-64	0.01578	1.69814E-18	-0.00572	9.42199E-04	-0.01216	3.77298E-15	-0.01709	2.26627E-17	0.08395	6.02114E-83	0.20249	3.21275E-114	-0.09284	2.60304E-70
XBP1_MA0844.1	XBP1	MA0844.1	C_XBP1	3881	5.83531	1613	4.37327	1222	5.03918	1426	2.65241	754	5.66475	1548	0.76711	219	3.20155	910	3.15896	886	5.69187	1608	3.56823	977	5.49708	1522	2.03534	569	5.66196	1588	5.59563	1560	0.22521	61	5.77132	1598	5.62159	1581	3.43267	959	3.68168	1054	3.21296	894	0.01058	8.11436E-11	-0.0412	1.22951E-42	0.00155	1.42218E-04	0.02713	2.90237E-28	0.11031	7.93343E-76	-0.02214	1.19800E-11	-0.00928	6.03324E-04	-0.01249	1.07222E-08	-0.02872	4.32580E-27	0.00508	5.89401E-02	0.05759	1.09965E-51	-0.03869	5.24071E-36	-0.04522	7.83071E-41	0.22827	2.53768E-109	-0.25648	3.57004E-110	0.01643	4.49976E-14	0.0006	9.89021E-01	-0.03825	1.12679E-36	0.04746	2.25244E-39
FOXB1_MA0845.1	FOXB1	MA0845.1	C_FOXC2	25329	3.34891	6211	2.52695	4724	1.96141	3513	0.53004	920	3.33237	6123	0.09358	180	0.76946	1294	1.28907	2384	3.35987	6397	1.37423	2513	3.14408	5885	0.94294	1813	3.33675	6213	3.18224	5803	0.08142	160	3.41923	6359	3.43646	6444	1.74175	3283	1.06577	1921	1.37319	2476	-0.01314	4.02452E-32	0.21375	6.07979E-148	0.13102	7.17970E-119	-0.24892	2.24856E-155	-0.01883	1.69095E-47	0.19198	8.29754E-116	-0.27308	1.70528E-144	-0.14184	1.99932E-130	0.15678	2.25547E-134	-0.17134	3.21029E-141	0.01255	2.28678E-28	0.0008	6.87813E-01	0.01036	4.05682E-22	-0.16001	5.17687E-134	0.13199	1.95201E-122	-0.03069	4.46479E-69	0.07749	6.10584E-101	0.25181	8.85053E-143	-0.16725	4.59567E-125
FOXC2_MA0846.1	FOXC2	MA0846.1	C_FOXC2	35788	3.37707	8934	2.56829	6769	2.06665	5264	0.5442	1342	3.37217	8818	0.09367	249	0.8497	2077	1.31729	3414	3.40374	9146	1.4168	3659	3.16343	8381	0.96614	2652	3.37083	8816	3.23792	8433	0.08675	242	3.46564	9152	3.45795	9173	1.79416	4795	1.10493	2821	1.41524	3598	-0.02246	1.05890E-64	0.19561	2.70662E-148	0.14564	6.93677E-133	-0.24919	6.68761E-157	-0.01566	1.03336E-52	0.16417	2.56525E-120	-0.24401	6.30526E-147	-0.13681	4.71336E-135	0.15174	9.08489E-139	-0.15967	1.55459E-139	0.00156	7.56787E-06	0.00301	1.04292E-03	0.0078	1.93420E-25	-0.14713	2.09833E-144	0.12384	3.52610E-129	-0.02107	1.90452E-57	0.05753	8.35987E-96	0.2485	4.34350E-153	-0.16512	5.08771E-137
FOXD2_MA0847.3	FOXD2	MA0847.3	C_FOXE1	29201	3.55267	7653	2.67419	5783	2.16996	4524	0.59018	1176	3.51869	7588	0.10674	229	0.90665	1830	1.39684	2952	3.54765	7864	1.48255	3113	3.33023	7278	1.0393	2331	3.52173	7581	3.38821	7272	0.09082	194	3.62107	7833	3.58746	7865	1.92234	4199	1.14705	2401	1.50325	3097	-0.01032	1.53157E-28	0.19334	4.15230E-146	0.1478	2.39917E-130	-0.25862	5.51331E-160	0.01248	1.19421E-33	0.15428	5.59810E-110	-0.24464	1.38558E-145	-0.14318	5.60620E-130	0.15942	2.63928E-141	-0.16953	6.72670E-141	0.00754	5.02729E-21	0.00505	3.06659E-12	0.00289	2.81549E-05	-0.12064	3.84477E-119	0.0918	1.36748E-113	-0.01277	5.96748E-42	0.05141	3.88628E-91	0.25983	3.07491E-149	-0.17786	3.32727E-134
FOXO4_MA0848.1	FOXO4	MA0848.1	C_Foxj3	9360	4.3543	3130	3.35373	2352	2.86923	2006	0.90376	631	4.30585	3046	0.20879	132	1.2903	871	1.93149	1352	4.38427	3152	1.93985	1314	4.07485	2948	1.31582	913	4.32691	3070	4.22195	3007	0.10694	78	4.38523	3143	4.34524	3133	2.39073	1665	1.68643	1164	1.99277	1384	-0.01618	1.19243E-26	0.17024	9.27229E-123	0.17891	7.31451E-118	-0.27534	2.82072E-137	0.12868	9.58290E-107	0.08451	5.11744E-68	-0.25239	5.89843E-123	-0.13474	8.42113E-108	0.1743	3.19684E-119	-0.17682	2.41944E-119	0.06126	3.01549E-71	-0.06308	8.28294E-74	-0.00898	1.75159E-10	0.05397	3.92082E-71	-0.06462	1.89514E-72	-0.01097	1.02075E-14	0.06643	2.36670E-73	0.19778	5.38663E-123	-0.12866	2.60560E-99
FOXO6_MA0849.1	FOXO6	MA0849.1	C_Foxj3	9360	4.3543	3130	3.35373	2352	2.86923	2006	0.90376	631	4.30585	3046	0.20879	132	1.2903	871	1.93149	1352	4.38427	3152	1.93985	1314	4.07485	2948	1.31582	913	4.32691	3070	4.22195	3007	0.10694	78	4.38523	3143	4.34524	3133	2.39073	1665	1.68643	1164	1.99277	1384	-0.01618	1.19243E-26	0.17024	9.27229E-123	0.17891	7.31451E-118	-0.27534	2.82072E-137	0.12868	9.58290E-107	0.08451	5.11744E-68	-0.25239	5.89843E-123	-0.13474	8.42113E-108	0.1743	3.19684E-119	-0.17682	2.41944E-119	0.06126	3.01549E-71	-0.06308	8.28294E-74	-0.00898	1.75159E-10	0.05397	3.92082E-71	-0.06462	1.89514E-72	-0.01097	1.02075E-14	0.06643	2.36670E-73	0.19778	5.38663E-123	-0.12866	2.60560E-99
FOXP3_MA0850.1	FOXP3	MA0850.1	C_Foxj3	9360	4.3543	3130	3.35373	2352	2.86923	2006	0.90376	631	4.30585	3046	0.20879	132	1.2903	871	1.93149	1352	4.38427	3152	1.93985	1314	4.07485	2948	1.31582	913	4.32691	3070	4.22195	3007	0.10694	78	4.38523	3143	4.34524	3133	2.39073	1665	1.68643	1164	1.99277	1384	-0.01618	1.19243E-26	0.17024	9.27229E-123	0.17891	7.31451E-118	-0.27534	2.82072E-137	0.12868	9.58290E-107	0.08451	5.11744E-68	-0.25239	5.89843E-123	-0.13474	8.42113E-108	0.1743	3.19684E-119	-0.17682	2.41944E-119	0.06126	3.01549E-71	-0.06308	8.28294E-74	-0.00898	1.75159E-10	0.05397	3.92082E-71	-0.06462	1.89514E-72	-0.01097	1.02075E-14	0.06643	2.36670E-73	0.19778	5.38663E-123	-0.12866	2.60560E-99
