TF	cluster12	cluster6	cluster11	cluster16	cluster20	cluster3	cluster19	cluster18	cluster1	cluster4	cluster7	cluster9	cluster15	cluster14	cluster2	cluster8	cluster17	cluster13	cluster10	cluster5
TBX2_MA0688.1	0.7902965287157474	0.6264293998857765	-0.6698438970591972	-1.3082932489779264	0.8666675835420852	-1.9194144546858607	-1.1790714222483896	-0.32140783380624144	0.8507084817552061	-0.08615630706268046	0.8623515365900998	-0.07819889659859058	1.021403628781599	1.0094207205846615	-0.8353173707582932	1.0003508111029065	0.9970901021092272	0.20815608148843529	-1.9001660846997916	0.06499464134122675
TBX20_MA0689.1	0.9024644705404138	0.5302843609887304	-0.4374271516487837	-1.0903682488375512	0.9118106404365919	-2.1291626792078437	-1.173752877967968	-0.5447714081011785	0.769659304238857	0.046538227046374836	0.8537731149857434	-0.19997964139413432	0.9845998993077527	1.0949072027235924	-0.9023633422987429	1.1206912194962517	0.8966745105217175	0.2248766438726177	-1.7359046641117903	-0.12254958059060532
TBX21_MA0690.2	0.7431277022974108	0.616266517833637	-0.7204476412809945	-1.3166880156089225	0.9015667974184138	-1.968221795819944	-1.3032154086954728	-0.2691652530173411	0.7724157602080794	0.008513409449864973	0.7942178235427257	-0.1567623466349746	1.0092573855322886	1.008943917415422	-0.27418793287708476	1.0090092197171778	0.8999671911672938	0.21738755592720696	-2.028648238122147	0.056663351547364925
TFAP4_MA0691.1	0.5018964580662273	0.430557152495673	0.545806677787999	-0.5894545605727698	0.5189152086919431	-3.344299282378969	-0.9628751973498976	-0.981838396739232	0.3707476573890957	1.6070343698032034e-05	0.595144504954971	-0.3500058602568631	0.7888701011165062	0.80717279537555	-0.7996758094162275	0.8629361565107827	0.7118661589453189	-0.16301341310188094	0.851320685705701	0.2059128924323887
TFEB_MA0692.1	-0.3585819719365391	-0.49950547472138684	-0.6318078709837354	2.7166594796576655	-0.510930418805146	1.9880780213354057	-1.3236077377381286	0.019966508999015063	-0.5248408177223911	0.8262708678407322	-0.2501544469227234	-0.48535077174624564	-0.34091126215160056	-0.02584740595977832	1.5693644619714413	-0.22324944153908896	-0.3800211425154509	-0.4129832039852936	-0.5003084133970263	-0.6522389596797653
Vdr_MA0693.3	0.8906215363572083	0.6382355740492287	-0.15654682413279222	-1.53876763846298	0.6775613725145362	-2.5775753638499865	-1.3079545772668169	-1.1783737220014732	0.7694422677839639	-0.27331541565965384	0.7746975997626571	-0.012479648997384905	0.8552028329853893	0.8687924124750429	0.01804674794379891	1.0133074056035436	0.9113677083766318	0.3524899517361521	-0.6841090655319895	-0.04064315368505818
ZBTB7B_MA0694.1	-0.7439765258962325	-0.5996814846021961	0.259677879721938	1.521119100884466	-0.5320891767802208	2.7464837446230015	1.331160701403943	0.5620950694043046	-0.7125027786425705	0.4627924009224464	-0.7556172340528489	0.11822076495347929	-0.9061646366488179	-1.0386526497238269	-0.3684055926705911	-1.0317675614041149	-0.943616170165282	-0.24354176398311855	0.599055365090437	0.27541054756581546
ZBTB7C_MA0695.1	-0.701760476301247	-0.5912609033840276	0.12654475125537104	1.3884485038795102	-0.5511715998418605	2.9719075570487226	1.218156502825041	0.5157751155645663	-0.6434391711204015	0.5588695958764085	-0.7197707656842219	-0.019579610265834057	-0.8695328285871127	-1.0124031454838394	-0.30005710755892373	-1.0239142303230824	-0.8597300964270959	-0.2834904887824361	0.5149637826158846	0.2814446146945934
ZIC1_MA0696.1	-0.713301326974736	-0.5267944705879338	0.025572194167163092	1.0695202412245017	-0.6156246626785619	2.821380481338896	1.4416380001571143	1.0956438349751025	-0.7629870747801885	0.17426689703853915	-0.8923260638707141	0.2056338847552635	-0.8518563236331755	-0.9873459417557761	-0.18167572320339387	-0.9974073900757185	-0.8972951966731616	-0.1409716965021807	0.6648725167741725	0.06905782030473805
Zic3_MA0697.2	-0.6048350248669266	-0.504618734224982	0.4970281686393763	0.5277571618744126	-0.4517423109918243	-0.4829702159311154	3.006358279728702	1.6243135581979034	-0.6600083935372634	-0.10721889388574513	-0.560180270812707	0.19236386645151468	-0.6947969786595013	-0.8028974401887642	-0.9517284530740718	-0.8211967711395465	-0.7751375426856616	-0.2083116653294654	0.95978374048817	0.8180379199474395
ZBTB18_MA0698.1	0.7770551031958927	0.4705177078090863	0.4849336120525158	-1.3032783255202876	0.673410247727155	-3.126651641762531	-1.1124936009223638	-0.8307190229291106	0.6703033831403694	-0.21014564683860437	0.6822748534512191	-0.014019188288709716	0.7836179074244077	0.7690082876631469	-0.7068334930571122	0.8574496452740314	0.7721399408544365	0.1409377617536637	0.2590517133515885	-0.036559244378760486
LBX2_MA0699.1	0.389685877642632	0.19918142370268171	1.5058164890052905	-1.5110502571810638	0.550040253539823	-2.256663649875535	-1.180327251963884	-0.6026327410110092	0.49715932829069037	-0.690869274234564	0.34416077762133584	-0.6729850261346391	0.5151334431755249	0.3671781957617318	-0.58961374890496	0.4884032870885674	0.71678707889872	0.04546927291576973	2.0675992383419515	-0.18247271667907775
LHX2_MA0700.2	0.787197977308753	0.5803876591853375	0.439228168603395	-1.3316966545232198	0.81565860167194	-2.8603185846444186	-1.473046614178401	-0.3937802375358697	0.8066521067562068	-0.5434885036848996	0.7062223045180229	-0.26491821304827934	0.752476418636856	0.690577920992481	-0.7076945476399635	0.7213359371740962	1.076143365632528	0.2587779373488535	0.19304757589018293	-0.25276261846360204
